class,schema,title,range,low,high,special,footnotes,arcrit,mcr,prob,wwg,nt,cbid
5625,LR25,RESEARCH SCIENTIST IV (VETERINARY SCIENCES),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
5661,LR49,RESEARCH SCIENTIST MANAGER (CHEMICAL SERVICES),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5662,LR50,RESEARCH SCIENTIST MANAGER (EPIDEMIOLOGY/BIOSTATISTICS),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5667,LR51,RESEARCH SCIENTIST MANAGER (FOOD AND DRUG SCIENCES),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5669,LR52,RESEARCH SCIENTIST MANAGER (MICROBIOLOGICAL SCIENCES),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5670,LR53,RESEARCH SCIENTIST MANAGER (PHYSICAL/ENGINEERING SCIENCES),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5671,LR54,RESEARCH SCIENTIST MANAGER (SOCIAL/BEHAVIORAL SCIENCES),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5675,LR55,RESEARCH SCIENTIST MANAGER (VETERINARY SCIENCES),,"$9,296.00","$10,555.00",,"['01', '19']",,1,12,E,,M10
5638,LR33,RESEARCH SCIENTIST SUPERVISOR I (CHEMICAL SCIENCES),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5644,LR35,RESEARCH SCIENTIST SUPERVISOR I (FOOD AND DRUG SCIENCES),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5645,LR36,RESEARCH SCIENTIST SUPERVISOR I (MICROBIOLOGICAL SCIENCES),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5646,LR37,RESEARCH SCIENTIST SUPERVISOR I (PHYSICAL/ENGINEERING SCIENCES),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5647,LR38,RESEARCH SCIENTIST SUPERVISOR I (SOCIAL/BEHAVIORAL SCIENCES),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5649,LR39,RESEARCH SCIENTIST SUPERVISOR I (VETERINARY SCIENCES),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5643,LR34,RESEARCH SCIENTIST SUPERVISOR I(EPIDEMIOLOGY/BIOSTATISTICS),,"$6,700.00","$8,350.00",,"['01', '19']",,1,12,E,,S10
5650,LR40,RESEARCH SCIENTIST SUPERVISOR II (CHEMICAL SCIENCES),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5651,LR41,RESEARCH SCIENTIST SUPERVISOR II (EPIDEMIOLOGY/BIOSTATISTICS),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5652,LR42,RESEARCH SCIENTIST SUPERVISOR II (FOOD AND DRUG SCIENCES),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5654,LR43,RESEARCH SCIENTIST SUPERVISOR II (MICROBIOLOGICAL SCIENCES),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5655,LR44,RESEARCH SCIENTIST SUPERVISOR II (PHYSICAL/ENGINEERING SCIENCES),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5656,LR46,RESEARCH SCIENTIST SUPERVISOR II (SOCIAL/BEHAVIORAL SCIENCES),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5660,LR48,RESEARCH SCIENTIST SUPERVISOR II (VETERINARY SCIENCES),,"$7,916.00","$9,861.00",,"['01', '19']",,1,12,E,,S10
5627,LR26,RESEARCH SCIENTIST V (CHEMICAL SCIENCE),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
5629,LR27,RESEARCH SCIENTIST V (EPIDEMIOLOGY/BIOSTATISTICS),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
5631,LR28,RESEARCH SCIENTIST V (FOOD AND DRUG SCIENCES),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
5634,LR29,RESEARCH SCIENTIST V (MICROBIOLOGICAL SCIENCES),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
5635,LR30,RESEARCH SCIENTIST V (PHYSICAL/ENGINEERING SCIENCE),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
5636,LR31,RESEARCH SCIENTIST V (SOCIAL/BEHAVIORAL SCIENCES),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
5637,LR32,RESEARCH SCIENTIST V (VETERINARY SCIENCES),,"$7,551.00","$9,453.00",,"['01', '19']",,1,12,E,,R10
7861,SS40,RESEARCH SPECIALIST I -VARIOUS STUDIES-,,"$5,216.00","$6,482.00",,"['01', '19']",,1,12,E,,R10
7860,SS30,RESEARCH SPECIALIST II -VARIOUS STUDIESA,,"$5,728.00","$7,131.00",,"['01', '19']",['322'],1,12,E,,U10
7860,SS30,RESEARCH SPECIALIST II -VARIOUS STUDIESA,S,"$5,818.00","$7,243.00",,"['01', '19']",['322'],1,12,E,,U10
7867,SS25,RESEARCH SPECIALIST III -VARIOUS STUDIESA,,"$6,596.00","$8,218.00",,"['01', '19']",['322'],1,12,E,,U10
7867,SS25,RESEARCH SPECIALIST III -VARIOUS STUDIESA,S,"$6,700.00","$8,350.00",,"['01', '19']",['322'],1,12,E,,U10
7859,SS20,RESEARCH SPECIALIST IV -VARIOUS STUDIESA,,"$7,916.00","$9,861.00",,"['01', '12', '19']",['014'],1,12,E,,S10
7859,SS20,RESEARCH SPECIALIST IV -VARIOUS STUDIESA,B,"$9,135.00","$11,386.00",,"['01', '12', '19']",['014'],1,12,E,,S10
7859,SS20,RESEARCH SPECIALIST IV -VARIOUS STUDIESA,C,"$9,572.00","$11,712.00",,"['01', '12', '19']",['014'],1,12,E,,S10
7858,SS10,RESEARCH SPECIALIST V -VARIOUS STUDIESA,,"$8,405.00","$10,480.00",,"['01', '12', '19']",['015'],1,12,E,,R10
7858,SS10,RESEARCH SPECIALIST V -VARIOUS STUDIESA,B,"$9,890.00","$11,807.00",,"['01', '12', '19']",['015'],1,12,E,,R10
7858,SS10,RESEARCH SPECIALIST V -VARIOUS STUDIESA,C,"$9,250.00","$10,279.00",,"['01', '12', '19']",['015'],1,12,E,,R10
7858,SS10,RESEARCH SPECIALIST V -VARIOUS STUDIESA,D,"$9,700.00","$10,536.00",,"['01', '12', '19']",['015'],1,12,E,,R10
5617,MC30,RESEARCH WRITER,,"$4,600.00","$5,758.00",,['19'],,1,6,2,,R01
8219,TL20,RESIDENTIAL CARE UNIT LEADER,,"$2,945.00","$3,690.00",,['01'],,1,12,2,,R20
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",1,"$4,842.75","$6,364.42",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",7,$247.77,$534.59,,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",7,$30.97,$66.82,,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",A,"$5,283.00","$6,943.00",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",F,"$4,402.50","$5,785.83",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2734,FF30,"RESOURCE SPECIALIST, SPECIAL EDUCATION",T,"$3,962.25","$5,207.25",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
8276,TR75,RESPIRATORY CARE PRACTITIONER,A,"$3,189.00","$4,392.00",,,,1,6,2,,R20
8276,TR75,RESPIRATORY CARE PRACTITIONER,B,"$3,330.00","$4,585.00",,,,1,6,2,,R20
8276,TR75,RESPIRATORY CARE PRACTITIONER,C,"$3,480.00","$4,791.00",,,,1,6,2,,R20
9316,TR80,"RESPIRATORY CARE PRACTITIONER, CORRECTIONAL FACILITY",A,"$3,189.00","$4,392.00",,,,1,6,2,,R20
9316,TR80,"RESPIRATORY CARE PRACTITIONER, CORRECTIONAL FACILITY",B,"$3,330.00","$4,585.00",,,,1,6,2,,R20
9316,TR80,"RESPIRATORY CARE PRACTITIONER, CORRECTIONAL FACILITY",C,"$3,480.00","$4,791.00",,,,1,6,2,,R20
8300,TR76,"RESPIRATORY CARE PRACTITIONER, DEPARTMENTS OF MENTAL HEALTH AND DEVELOPMENTAL SERVICES",A,"$3,189.00","$4,392.00",,,,1,6,2,,R20
8300,TR76,"RESPIRATORY CARE PRACTITIONER, DEPARTMENTS OF MENTAL HEALTH AND DEVELOPMENTAL SERVICES",B,"$3,330.00","$4,585.00",,,,1,6,2,,R20
8300,TR76,"RESPIRATORY CARE PRACTITIONER, DEPARTMENTS OF MENTAL HEALTH AND DEVELOPMENTAL SERVICES",C,"$3,480.00","$4,791.00",,,,1,6,2,,R20
8183,TR78,RESPIRATORY CARE SUPERVISOR,,"$3,831.00","$5,217.00",,"['01', '19']",,1,12,2,,S20
8184,TR79,"RESPIRATORY CARE SUPERVISOR, CORRECTIONAL FACILITY",,"$3,831.00","$5,217.00",,"['01', '19']",,1,12,2,,S20
6649,PZ25,"RESTORATION AND MAINTENANCE LEAD WORKER, HISTORIC RAILROADS",,"$3,943.00","$4,989.00",,['19'],,1,6,2,,R12
3953,IK25,RESTORATION ARCHITECT,,"$7,125.00","$8,915.00",,"['01', '19']",,1,12,2,,R09
6644,PZ10,RESTORATION SUPERVISOR I,,"$4,504.00","$5,590.00",,"['01', '43']",,1,12,2,,S12
6647,PZ05,RESTORATION SUPERVISOR II,,"$4,944.00","$6,136.00",,"['01', '43']",,1,12,E,,S12
6648,PZ20,RESTORATION WORK SPECIALIST,,"$4,042.00","$4,658.00",,,,1,6,2,,R12
5203,JR30,RETIREMENT PROGRAM SPECIALIST I,A,"$2,945.00","$3,690.00",,"['01', '19', '21']",['137'],1,12,2,,R01
5203,JR30,RETIREMENT PROGRAM SPECIALIST I,B,"$3,189.00","$3,992.00",,"['01', '19', '21']",['137'],1,12,2,,R01
5203,JR30,RETIREMENT PROGRAM SPECIALIST I,C,"$3,824.00","$4,788.00",,"['01', '19', '21']",['137'],1,12,2,,R01
5201,JR20,RETIREMENT PROGRAM SPECIALIST II (SUPERVISOR),,"$4,832.00","$6,004.00",,"['01', '19']",,1,12,2,,S01
5188,JR25,RETIREMENT PROGRAM SPECIALIST II (TECHNICAL),,"$4,600.00","$5,758.00",,['19'],,1,6,2,,R01
4959,KR59,RIGHT OF WAY AGENT,A,"$3,247.00","$3,873.00",,"['01', '19', '21']",['269'],1,12,2,,R01
4959,KR59,RIGHT OF WAY AGENT,B,"$4,016.00","$5,029.00",,"['01', '19', '21']",['269'],1,12,2,,R01
1791,KB30,ROUTE SALES REPRESENTATIVE,A,"$2,684.00","$3,362.00",,"['01', '21']",['468'],1,12,2,,R01
1791,KB30,ROUTE SALES REPRESENTATIVE,B,"$3,122.00","$3,909.00",,"['01', '21']",['468'],1,12,2,,R01
3906,IF25,SAFETY ENGINEERING TECHNICIAN,A,"$2,377.00","$2,977.00",,"['01', '21']",['044'],1,12,2,,R11
3906,IF25,SAFETY ENGINEERING TECHNICIAN,B,"$2,871.00","$3,596.00",,"['01', '21']",['044'],1,12,2,,R11
3906,IF25,SAFETY ENGINEERING TECHNICIAN,C,"$3,410.00","$4,268.00",,"['01', '21']",['044'],1,12,2,,R11
9807,IH11,"SAFETY SPECIALIST, CALTRANS",A,"$3,189.00","$3,992.00",,"['01', '19', '21']","['285', '364']",1,12,2,,R01
9807,IH11,"SAFETY SPECIALIST, CALTRANS",B,"$3,824.00","$4,788.00",,"['01', '19', '21']","['285', '364']",1,12,2,,R01
9807,IH11,"SAFETY SPECIALIST, CALTRANS",C,"$4,600.00","$5,758.00",,"['01', '19', '21']","['285', '364']",1,12,2,,R01
9807,IH11,"SAFETY SPECIALIST, CALTRANS",L,"$3,189.00","$3,992.00",,"['01', '19', '21']","['285', '364']",1,12,2,,R01
9807,IH11,"SAFETY SPECIALIST, CALTRANS",M,"$3,824.00","$4,788.00",,"['01', '19', '21']","['285', '364']",1,12,2,,R01
9807,IH11,"SAFETY SPECIALIST, CALTRANS",N,"$4,600.00","$5,758.00",,"['01', '19', '21']","['285', '364']",1,12,2,,R01
7148,QZ72,"SALES MANAGER, PRISON INDUSTRIES",,"$6,453.00","$7,331.00",,"['01', '19']",,1,12,E,,M01
7147,QZ76,SALES ORDER SUPERVISOR,,"$4,504.00","$5,590.00",,"['01', '19']",,1,12,2,,S01
7149,QZ74,"SALES REPRESENTATIVE, PRISON INDUSTRIES",,"$5,173.00","$6,477.00",,['19'],,1,6,2,,R01
3848,HZ15,SANITARY ENGINEER,A,"$4,760.00","$5,675.00",,"['01', '21', '19']",['289'],1,12,2,,R09
3848,HZ15,SANITARY ENGINEER,B,"$5,450.00","$6,819.00",,"['01', '21', '19']",['289'],1,12,2,,R09
3848,HZ15,SANITARY ENGINEER,C,"$6,304.00","$7,887.00",,"['01', '21', '19']",['289'],1,12,2,,R09
3848,HZ15,SANITARY ENGINEER,D,"$7,125.00","$8,915.00",,"['01', '21', '19']",['289'],1,12,2,,R09
3826,HY80,SANITARY ENGINEERING ASSOCIATE,,"$5,185.00","$6,490.00",,,,1,6,2,,R11
3782,HZ35,SANITARY ENGINEERING TECHNICIAN,A,"$3,571.00","$4,472.00",,['21'],,1,6,2,,R11
3782,HZ35,SANITARY ENGINEERING TECHNICIAN,B,"$4,100.00","$5,132.00",,['21'],,1,6,2,,R11
3839,HZ40,SANITARY ENGINEERING TECHNICIAN TRAINEE,A,"$2,377.00","$2,977.00",,['21'],,1,6,2,,R11
3839,HZ40,SANITARY ENGINEERING TECHNICIAN TRAINEE,B,"$2,871.00","$3,596.00",,['21'],,1,6,2,,R11
9025,ME52,SATELLITE FACILITY SUPERVISOR,,"$3,826.00","$4,741.00",,"['01', '19']",,1,12,2,,S01
8098,ME02,SATELLITE WAGERING FACILITY ADMISSIONS/PROGRAM CLERK,A,"$2,326.00","$2,910.00",SISA,,,1,6,2,,E25
8098,ME02,SATELLITE WAGERING FACILITY ADMISSIONS/PROGRAM CLERK,B,"$2,280.00","$2,770.00",SISA,,,1,6,2,,E25
8098,ME02,SATELLITE WAGERING FACILITY ADMISSIONS/PROGRAM CLERK,C,"$2,326.00","$2,910.00",SISA,,,1,6,2,,E25
8099,ME03,SATELLITE WAGERING FACILITY JANITOR,A,"$2,140.00","$2,678.00",SISA,,,1,6,2,,E25
8099,ME03,SATELLITE WAGERING FACILITY JANITOR,C,"$2,140.00","$2,678.00",SISA,,,1,6,2,,E25
8100,ME04,SATELLITE WAGERING FACILITY LEAD JANITOR,A,"$2,297.00","$2,875.00",SISA,,,1,6,2,,E25
8100,ME04,SATELLITE WAGERING FACILITY LEAD JANITOR,C,"$2,297.00","$2,875.00",SISA,,,1,6,2,,E25
8105,ME06,SATELLITE WAGERING FACILITY LEAD SECURITY GUARD,A,"$2,297.00","$2,875.00",,,,1,6,2,,E25
8105,ME06,SATELLITE WAGERING FACILITY LEAD SECURITY GUARD,B,"$2,252.00","$2,737.00",,,,1,6,2,,E25
8105,ME06,SATELLITE WAGERING FACILITY LEAD SECURITY GUARD,C,"$2,297.00","$2,875.00",,,,1,6,2,,E25
8097,ME01,SATELLITE WAGERING FACILITY SECURITY GUARD,A,"$2,216.00","$2,772.00",SISA,,,1,6,2,,E25
8097,ME01,SATELLITE WAGERING FACILITY SECURITY GUARD,B,"$2,173.00","$2,639.00",SISA,,,1,6,2,,E25
8097,ME01,SATELLITE WAGERING FACILITY SECURITY GUARD,C,"$2,216.00","$2,772.00",SISA,,,1,6,2,,E25
8291,TR65,SCHOOL BUS DRIVER,,"$2,609.00","$3,268.00",,,,1,6,2,,R20
8322,TR66,"SCHOOL BUS DRIVER, DEPARTMENTS OF MENTAL HEALTH AND DEVELOPMENTAL SERVICES",,"$2,609.00","$3,268.00",,,,1,6,2,,R20
2773,FG41,SCHOOL HEALTH EDUCATION ASSISTANT,A,"$4,510.00","$5,642.00",,"['01', '19', '21']","['047', '226']",1,12,E,,R21
2773,FG41,SCHOOL HEALTH EDUCATION ASSISTANT,B,"$5,445.00","$6,815.00",,"['01', '19', '21']","['047', '226']",1,12,E,,R21
2773,FG41,SCHOOL HEALTH EDUCATION ASSISTANT,F,"$3,758.33","$4,701.67",,"['01', '19', '21']","['047', '226']",1,12,E,,R21
2773,FG41,SCHOOL HEALTH EDUCATION ASSISTANT,G,"$4,537.50","$5,679.17",,"['01', '19', '21']","['047', '226']",1,12,E,,R21
2772,FG40,SCHOOL HEALTH EDUCATION CONSULTANT,A,"$5,984.00","$7,489.00",,"['01', '19']",['047'],1,12,E,,R21
2772,FG40,SCHOOL HEALTH EDUCATION CONSULTANT,F,"$4,986.67","$6,240.83",,"['01', '19']",['047'],1,12,E,,R21
9854,XM50,SCHOOL PSYCHOLOGIST,1,"$4,842.75","$6,364.42",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
9854,XM50,SCHOOL PSYCHOLOGIST,7,$30.97,$66.82,,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
9854,XM50,SCHOOL PSYCHOLOGIST,7,$247.77,$534.59,,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
9854,XM50,SCHOOL PSYCHOLOGIST,7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
9854,XM50,SCHOOL PSYCHOLOGIST,A,"$5,283.00","$6,943.00",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
9854,XM50,SCHOOL PSYCHOLOGIST,F,"$4,402.50","$5,785.83",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
9854,XM50,SCHOOL PSYCHOLOGIST,T,"$3,962.25","$5,207.25",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
8679,VQ05,SCHOOL PUPIL TRANSPORTATION SAFETY COORDINATOR,,"$3,608.00","$4,467.00",,"['01', '34', 'R1']",,1,12,2,,R07
1931,AR65,SCIENTIFIC AID,,$12.11,$14.36,HR,['36'],,1,0,2,NT,R11
2076,DE50,SEAMER,A,"$2,675.00","$3,347.00",,,,1,6,2,,R15
2076,DE50,SEAMER,F,"$2,229.17","$2,789.17",,,,1,6,2,,R15
2077,DE55,SEAMER -CORRECTIONAL FACILITY-,,"$2,675.00","$3,347.00",,['R0'],,1,6,2,,R15
1120,CA85,SEASONAL CLERK,,"$1,591.00","$1,794.00",SISA,['36'],,1,0,2,NT,R04
1176,CD30,SECRETARY,A,"$2,809.00","$3,516.00",,,,1,6,2,,R04
1176,CD30,SECRETARY,L,"$2,809.00","$3,516.00",,,,1,6,2,,R04
1985,DB50,SECURITY GUARD,,"$2,271.00","$2,841.00",SISA,,,1,6,2,,R15
1960,VC72,"SECURITY OFFICER I, DEPARTMENT OF JUSTICE",,"$3,250.00","$4,157.00",,['P1'],,1,6,2,,R07
1961,VC74,"SECURITY OFFICER II, DEPARTMENT OF JUSTICE",,"$3,605.00","$4,675.00",,"['01', '43', 'P1']",,1,12,2,,S07
0495,BC51,SEED BOTANIST,A,"$4,054.00","$4,799.00",,,,1,6,2,,R10
0495,BC51,SEED BOTANIST,B,"$4,251.00","$5,027.00",,,,1,6,2,,R10
0495,BC51,SEED BOTANIST,C,"$4,447.00","$5,265.00",,,,1,6,2,,R10
6991,QQ15,SEISMOLOGICAL INSTRUMENT TECHNICIAN I,,"$3,410.00","$4,268.00",,,,1,6,2,,R11
6992,QQ20,SEISMOLOGICAL INSTRUMENT TECHNICIAN II,,"$3,739.00","$4,679.00",,,,1,6,2,,R11
6993,QQ25,SEISMOLOGICAL INSTRUMENT TECHNICIAN III,,"$4,104.00","$5,138.00",,"['01', '43']",,1,12,2,,R11
8434,TR15,SELF-HELP SPONSOR (PART TIME),,$17.05,$17.05,HR,,,1,0,2,NT,R20
1730,CU60,SENIOR ACCOUNT CLERK,,"$2,758.00","$3,455.00",,,,1,6,2,,R04
4567,JL22,SENIOR ACCOUNTING OFFICER (SPECIALIST),A,"$4,600.00","$5,758.00",,['19'],,1,6,2,,R01
4567,JL22,SENIOR ACCOUNTING OFFICER (SPECIALIST),L,"$4,600.00","$5,758.00",,['19'],,1,6,2,,R01
4569,JL20,SENIOR ACCOUNTING OFFICER (SUPERVISOR),,"$4,832.00","$6,004.00",,"['01', '19']",,1,12,2,,S01
5632,LP63,"SENIOR ACTUARIAL ASSISTANT, CALPERS",,"$5,053.00","$6,325.00",,['19'],,1,6,E,,R01
6079,LP65,SENIOR ACTUARIAL STATISTICIAN,A,"$5,053.00","$6,325.00",,['19'],,1,6,2,,R01
6079,LP65,SENIOR ACTUARIAL STATISTICIAN,B,"$5,550.00","$6,947.00",,['19'],,1,6,2,,R01
5302,JM32,SENIOR ADMINISTRATIVE ANALYST -ACCOUNTING SYSTEMS-,,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
7892,ST52,SENIOR AGRICULTURAL BIOLOGICAL TECHNICIAN,,"$3,801.00","$4,753.00",,,,1,6,2,,R11
0770,BB46,SENIOR AGRICULTURAL BIOLOGIST,A,"$5,436.00","$6,757.00",,"['01', '43', '24']",['208'],1,12,E,,S10
0770,BB46,SENIOR AGRICULTURAL BIOLOGIST,B,"$7,963.00","$9,899.00",,"['01', '43', '24']",['208'],1,12,E,,S10
0770,BB46,SENIOR AGRICULTURAL BIOLOGIST,C,"$8,350.00","$10,379.00",,"['01', '43', '24']",['208'],1,12,E,,S10
0186,AQ30,SENIOR AGRICULTURAL ECONOMIST,,"$5,553.00","$6,901.00",,"['01', '19']",,1,12,E,,S01
9943,QR25,"SENIOR AIR QUALITY ENGINEER, DEPARTMENT OF CONSUMER AFFAIRS",,"$8,390.00","$10,501.00",,"['01', '19']",,1,12,E,,S09
9488,WO35,SENIOR APPRENTICESHIP CONSULTANT,,"$5,563.00","$6,914.00",,"['01', '19']",,1,12,E,,S01
3961,IK50,SENIOR ARCHITECT,A,"$8,390.00","$10,501.00",,"['01', '19']",['322'],1,12,E,,U09
3961,IK50,SENIOR ARCHITECT,S,"$8,390.00","$10,501.00",,"['01', '19']",['322'],1,12,E,,U09
9015,VY75,SENIOR ARSON AND BOMB INVESTIGATOR,,"$5,741.00","$7,499.00",,"['01', '19', '34', 'R3']",,1,12,E,,S07
5704,OC30,SENIOR ASSISTANT ATTORNEY GENERAL,,"$9,840.00","$11,396.00",,"['01', '19', 'P6']",,1,12,SE,,M02
5739,OC35,"SENIOR ASSISTANT ATTORNEY GENERAL, C.E.A.",,"$10,743.00","$12,445.00",,"['01', '19', '40']",,1,12,SE,,M02
6040,XF11,SENIOR ASSISTANT INSPECTOR GENERAL,,"$9,315.00","$11,848.00",,"['01', '19', 'P4']",,1,12,SE,,E98
2506,EL70,SENIOR ASSOCIATE IN POSTSECONDARY EDUCATION STUDIES,,"$5,984.00","$7,489.00",,"['01', '19']",,1,12,E,,R21
4093,JC77,"SENIOR AUDITOR EVALUATOR I, BUREAU OF STATE AUDITS",,"$5,311.00","$6,981.00",,"['01', '19', '55']",,1,12,E,,E97
4105,JC79,"SENIOR AUDITOR EVALUATOR II, BUREAU OF STATE AUDITS",,"$6,429.00","$8,451.00",,"['01', '19', '55']",,1,12,E,,E98
4111,JC81,"SENIOR AUDITOR EVALUATOR III, BUREAU OF STATE AUDITS",,"$7,088.00","$9,320.00",,"['01', '19', '55']",,1,12,E,,E98
3650,HN10,SENIOR AUTOMOTIVE EQUIPMENT STANDARDS ENGINEER,,"$8,390.00","$10,501.00",,"['01', '19']",,1,12,E,,S09
1052,BX75,SENIOR AVIATION OFFICER,,"$8,384.00","$9,614.00",,"['01', '19', '34', 'R4']",,1,12,E,,S08
5598,LZ77,SENIOR AVIATION SAFETY OFFICER,,"$5,970.00","$7,419.00",,"['01', '19']",,1,12,E,,S01
6412,JR52,SENIOR BENEFIT PROGRAM SPECIALIST (CALPERS),,"$3,085.00","$3,864.00",,['19'],,1,6,2,,R04
6274,OA96,"SENIOR BOARD COUNSEL, ALRB",,"$8,032.00","$10,305.00",,"['19', '01']",,1,12,SE,,R02
3007,GA92,SENIOR BOUNDARY DETERMINATION OFFICER (SPECIALIST),,"$8,390.00","$10,501.00",,['19'],,1,6,E,,R09
3019,GA90,SENIOR BOUNDARY DETERMINATION OFFICER (SUPERVISORY),,"$8,390.00","$10,501.00",,"['01', '19']",,1,12,E,,S09
4429,AP30,SENIOR BRAND INSPECTOR,,"$3,472.00","$4,295.00",,"['19', '34', 'R1']",,1,6,2,,R07
3185,GL50,SENIOR BRIDGE ENGINEER,A,"$8,390.00","$10,501.00",,['19'],,1,6,E,,U09
3185,GL50,SENIOR BRIDGE ENGINEER,S,"$8,390.00","$10,501.00",,['19'],,1,6,E,,U09
6085,LP23,SENIOR CASUALTY ACTUARY,A,"$8,016.00","$10,037.00",,['19'],,1,6,E,,R01
6085,LP23,SENIOR CASUALTY ACTUARY,B,"$8,754.00","$10,959.00",,['19'],,1,6,E,,R01
3400,GZ10,SENIOR CHEMICAL TESTING ENGINEER,,"$8,390.00","$10,501.00",,"['01', '19']",,1,12,E,,S09
8625,JJ05,"SENIOR CHILD SUPPORT ANALYST, DEPARTMENT OF CHILD SUPPORT SERVICES",,"$4,829.00","$6,048.00",,"['01', '19']",,1,12,2,,R01
3120,GH30,SENIOR CIVIL ENGINEER,,"$8,390.00","$10,501.00",,"['01', '19']",,1,12,E,,S09
1765,CU20,SENIOR CLAIM AUDITOR,,"$3,235.00","$4,049.00",,['19'],,1,6,2,,R01
7925,SV20,SENIOR CLINICAL LABORATORY TECHNOLOGIST,A,"$4,402.00","$5,789.00",,,,1,6,2,,R20
7925,SV20,SENIOR CLINICAL LABORATORY TECHNOLOGIST,B,"$4,829.00","$6,350.00",,,,1,6,2,,R20
7926,SV22,SENIOR CLINICAL LABORATORY TECHNOLOGIST (SAFETY),A,"$4,402.00","$5,789.00",,,,1,6,2,,R20
7926,SV22,SENIOR CLINICAL LABORATORY TECHNOLOGIST (SAFETY),B,"$4,829.00","$6,350.00",,,,1,6,2,,R20
9348,SV34,"SENIOR CLINICAL LABORATORY TECHNOLOGIST, CORRECTIONAL FACILITY",A,"$4,402.00","$5,789.00",,,,1,6,2,,R20
9348,SV34,"SENIOR CLINICAL LABORATORY TECHNOLOGIST, CORRECTIONAL FACILITY",B,"$4,829.00","$6,350.00",,,,1,6,2,,R20
6204,OA97,"SENIOR COMMISSION COUNSEL (SPECIALIST), FAIR POLITICAL PRACTICES COMMISSION",,"$8,032.00","$10,305.00",,"['19', '01']",,1,12,SE,,R02
8620,JI94,"SENIOR COMPLIANCE REPRESENTATIVE, FRANCHISE TAX BOARD",,"$4,829.00","$6,048.00",,['19'],,1,6,2,,R01
3652,HQ42,SENIOR CONTROL ENGINEER (SPECIALIST),,"$9,231.00","$11,552.00",,['19'],,1,6,E,,R09
3658,HQ40,SENIOR CONTROL ENGINEER (SUPERVISOR),,"$9,230.00","$11,552.00",,"['01', '19']",,1,12,E,,S09
8187,UG20,SENIOR COORDINATOR (FIRE AND RESCUE SERVICES),,"$6,273.00","$8,199.00",,"['01', '19', '34', 'P1']",,1,12,E,,S07
8114,UD40,SENIOR COORDINATOR -COMMUNICATIONS- O.E.S.,,"$5,438.00","$6,765.00",,"['01', '19', '34']",,1,12,E,,S07
